,Text Summarization,Docs
242,"Le 28 septembre 2018 également, l’ESMA a mis à jour son Q&A On ESMA’s temporary product intervention measures on the marketing, distribution or sale of CFDs and Binary options to retail clients, pour confirmer que « rouler » du change spot entrait dans le cadre de l’intervention de l’ESMA sur les CFD. ",2018-09-28-ESMA - Q&A product intervention CFDs and Binary options to retail clients (35-36-1262) (Update)
243,"Le 5 septembre 2018, les Autorités de supervision européennes (ESA : ESAM, EBA et EIOPA) ont publié un Rapport conjoint sur les résultats de l’exercice de surveillance sur « l’automatisation en matière de conseil financier » (« Joint Committee Report on the results of the monitoring exercise on ‘automation in financial advice’ »).
C’est le résultat d’une enquête menée par les ESA en liaison avec les autorités nationales compétentes sur l’automatisation du conseil financier dans le secteur des titres, des banques et des assurances pendant les deux dernières années. L'analyse montre que, même si le phénomène de l'automatisation des conseils financiers semble se développer lentement, le nombre total d'entreprises et de clients concernés semble encore assez limité.
Les risques et les avantages de ce phénomène, identifiés à l'origine par les ESA lors de l'élaboration du document de consultation et du rapport associé, ont été largement confirmés par les autorités nationales et semblent toujours valables.
En ce qui concerne les « business models » émergents, il semble que ce type de services automatisés soit offert, par le biais de partenariats, par des intermédiaires financiers établis, plutôt que par de simples entreprises FinTech et que certaines nouvelles tendances semblent émerger (comme l’utilisation de « Big Data », chatbots et extension à une gamme de produits plus large) ; depuis la publication du rapport des ESA en 2016, il semble n'y avoir eu aucune modification substantielle du marché global.
Compte tenu des résultats de l'analyse, en termes de croissance limitée du phénomène et d'absence de matérialisation des risques identifiés, aucune action immédiate des ESA ne semble nécessaire. Un nouvel exercice de surveillance sera effectué si et lorsque le développement du marché et les risques du marché justifient ce travail.
",
244,"Le Décret n° 2018-774 du 5 septembre 2018 modifiant l’article D. 312-1-1 du code monétaire et financier a été publié au Journal officiel de l’Union européenne le 7 septembre 2018. Il entre en vigueur le 31 octobre 2018.
Ce décret définit la dénomination commune des principaux frais et services bancaires que les établissements de crédit et les établissements de paiement sont tenus de respecter. Elle est adaptée à la terminologie normalisée arrêtée au niveau de l’Union européenne pour les services les plus représentatifs liés à un compte de paiement. Il détermine également la liste des frais et services bancaires concernés.
",2018-09-07-Décret n°2018-774 du 5 septembre principaux frais et services bancaires des EC et PSP modifiant l'article D.312-1-1 du CMF
245,"L’Arrêté du 5 septembre 2018 portant application des articles L. 312-1-1 et L. 314-13 du code monétaire et financier fixant les modalités d’information de la clientèle et du public sur les conditions générales et tarifaires applicables aux opérations relatives à la gestion d’un compte de dépôt ou d’un compte de paiement tenu par un établissement de paiement, a été publié au Journal officiel de la République française le 7 septembre 2018. Il entre en vigueur le 31 octobre 2018
L’information de la clientèle et du public sur les prix des produits et services liés à la gestion d’un compte de dépôt ou d’un compte de paiement tenu par un établissement de paiement doit être mise à disposition gratuitement, sous forme électronique sur le site internet de l’établissement, et en libre-service dans les locaux de réception du public, sur support papier ou sur un autre support durable, de manière permanente, constante, visible, lisible et aisément accessible.
A compter du 31 juillet 2019, un document d’information tarifaire conforme aux dispositions du règlement d’exécution (UE) n° 2018/34 de la Commission du 28 septembre 2017 définissant des normes techniques d’exécution en ce qui concerne les règles de présentation normalisées pour le document d’information tarifaire et son symbole commun, conformément à la directive 2014/92/UE du Parlement européen et du Conseil, devra également être mis à disposition du public selon les mêmes modalités.
",2018-09-07-Arrêté du 5 septembre 2018 modalité d'information de la clientèle et du public sur les conditions tarifaires liées à un compte de dépôt ou compte de paiement (L.312-1-1 et L.324-13)
246,"Le Règlement d’exécution (UE) 2018/1105 de la Commission du 8 août 2018 établissant des normes techniques d'exécution en ce qui concerne les procédures et les formulaires relatifs à la communication d'informations par les autorités compétentes à l'AEMF conformément au règlement (UE) 2016/1011 du Parlement européen et du Conseil, a été publié au Journal officiel de l’Union européenne le 9 août 2018. Il s'applique à partir du 29 octobre 2018.
Dans le cadre de l’application du règlement « Benchmark », les informations à transmettre à l’ESMA par les autorités nationales compétentes (ANC), dans les cinq jours ouvrables suivant la décision concernée, sont les suivantes :
- la décision d'agréer ou d'enregistrer un administrateur
- la décision de retirer ou de suspendre l'agrément ou l'enregistrement d'un administrateur
- la décision de reconnaître un administrateur situé dans un pays tiers
- la décision de suspendre ou de retirer une telle reconnaissance
- la décision d'autoriser l'aval d'un indice de référence ou d'une famille d'indices de référence
- la décision d'exiger la cessation de l'aval d'un indice de référence ou d'une famille d'indices de référence
Le formulaire utilisé par l’ESMA pour faire des demandes d’information aux ANC est en annexe du règlement d’exécution selon des modalités décrites dans le règlement, de même que l’accusé de réception que l’ANC doit envoyer dans les 7 jours et le formulaire de réponse.
",
247,"Le Règlement d’exécution (UE) 2018/1106 de la Commission du 8 août 2018 établissant des normes techniques d'exécution en ce qui concerne les modèles à utiliser pour les déclarations de conformité que doivent publier et conserver les administrateurs d'indices de référence d'importance significative et d'importance non significative conformément au règlement (UE) 2016/1011 du Parlement européen et du Conseil, a été publié au Journal officiel de l’Union européenne le 9 août 2018. Il s'applique à partir du 29 octobre 2018.
Ce règlement établit les modèles à utiliser par les administrateurs d’indice pour les déclarations de conformité.
",2018-08-09-UE - Règlement 2018-1106 du 8 août 2018 Modèles des déclarations de conformité à publier et à conserver par les administrateurs d'indices de référence d'importance significative et d'importance non significative
248,"L’ESMA a publié, le 27 septembre 2018, une mise à jour de son document de Questions-réponses relatives à la réglementation Benchmark (BMR).
Cette mise à jour apporte des clarifications sur les sujets suivants :
- Quand le plan à produire par les utilisateurs d’indices de référence doit être considéré comme solide et comment ces plans doivent s’inscrire dans la relation contractuelle avec les clients ;
- La référence à l'internalisateur systématique dans la définition des instruments financiers ;
- Lorsque les banques qui émettent des certificats se classent parmi les utilisateurs d'indices de référence;
- Pourquoi la valeur liquidative des fonds d'investissement doit être considérée comme une donnée d'entrée et non comme une référence ;
- La demande d'approbation de famille de benchmarks ;
- La langue de rédaction des déclarations de benchmarks.
",
249,"Le Règlement d’exécution (UE) 2018/1212 de la Commission du 3 septembre 2018 fixant des exigences minimales pour la mise en œuvre des dispositions de la directive 2007/36/CE du Parlement européen et du Conseil en ce qui concerne l'identification des actionnaires, la transmission d'informations et la facilitation de l'exercice des droits des actionnaires, a été publié au Journal officiel de l’Union européenne le 4 septembre 2018. Il est applicable à partir du 3 septembre 2020.
Il définit les informations et les modalités de transmission de ces informations que les émetteurs doivent communiquer aux intermédiaires afin que les actionnaires puissent exercer les droits attachés aux titres qu’ils détiennent, et notamment leur droit de vote aux assemblées générales. L’objectif est de permettre un traitement entièrement automatisé des données transmises et reçues. Le règlement encadre la divulgation des informations relatives à l'identité des actionnaires et à leur réponse.
","2018-09-04-UE - Règlement d'exécution 2018-1212 du 3 septembre 2018 identification des actionnaires, la transmission d'informations et la facilitation des droits des actionnaires"
250,"La Décision AMF n° 2018-01 du 2 juillet 2018 – Instauration des contrats de liquidité sur titres de capital au titre de pratique de marché admise, a été publiée le 2 juillet 2018.
Cette décision tient compte de l’avis rendu par l’ESMA le 11 avril dernier. Cette pratique sera effective dès le 1er janvier 2019 et fera l’objet d’un réexamen à l’expiration d’une période de deux ans.
Conformément au règlement européen sur les abus de marché, l’AMF a notifié en février dernier un projet de pratique de marché admise encadrant l’usage des contrats de liquidité sur actions. Conclus entre un prestataire de services d'investissement et un émetteur, ces contrats améliorent la liquidité sur les actions concernées. Lorsqu’ils sont instaurés en tant que pratique de marché admise, ces contrats confèrent aux émetteurs et aux prestataires de services d’investissement qui les mettent en œuvre et en respectent les termes un confort juridique au regard de la règlementation en matière de manipulation de marché. Largement répandue en France (plus de 400 sociétés françaises ont conclu un contrat de liquidité sur leurs titres), cette pratique est considérée comme essentielle pour le bon fonctionnement du marché français des actions des émetteurs de taille moyenne.
Cette pratique de marché impose des limites dans la gestion des contrats de liquidité en termes de :
- volume d’intervention en cours de journée ;
- limite de prix des ordres présentés au marché ;
- ressources allouées par l’émetteur au contrat de liquidité.
Cette pratique de marché admise fera l’objet d’un réexamen à l’expiration d’une période de deux ans dans la perspective d’un éventuel recalibrage des limites énoncées.
",2018-07-02-AMF - Decision n°2018-01 du 2 juillet 2018 Contrats de liquidite
251,"Le Décret n° 2018-710 du 3 août 2018 précisant les conditions dans lesquelles un titre, une créance, un instrument ou un droit est considéré comme non structuré au sens du 4° du I de l’article L. 613-30-3 du code monétaire et financier a été publié au Journal officiel de la République française le 5 août 2018. 
Il précise les conditions dans lesquelles un titre, une créance, un instrument ou un droit est considéré comme non structuré au sens du 4° du I de l’article L. 613-30-3 du code monétaire et financier. Il assure en outre la transposition des dispositions de nature règlementaire de la directive 2017/2399 du Parlement européen et du Conseil du 12 décembre 2017 modifiant la directive 2014/59/UE en ce qui concerne le rang des instruments de dette non garantie dans la hiérarchie en cas d’insolvabilité.
Plus particulièrement, ce décret précise que les titres, créances, instruments et droits qui répondent aux conditions suivantes ne sont pas considérés comme structurés et peuvent donc être émis au sein du rang chirographaire, dit « senior non préféré » :
1. Le taux d’intérêt des titres, créances, instruments et droits doit remplir l’un des critères suivants (plusieurs critères pouvant se succéder) :
- être nul (zéro-coupon),
- être à taux fixe (linéaire ou « ré-initialisable » à des dates prédéterminées à la date d’émission et la réinitialisation se fait sur la base d’un taux de marché usuel en matière financière,
- être indexé sur un taux d’intérêt reconnu à la date d’émission du titre, créance, instrument ou droit, comme tel par le règlement européen dit « benchmark » pour les transactions interbancaires (comme le « Libor », l’« Euribor », etc.) assorti, le cas échéant d’une marge fixe (par exemple « Euribor 3M +2 % »), pouvant comporter un taux plancher à zéro, et pouvant faire l’objet d’une réinitialisation.
Il convient de préciser que la référence à un taux d’intérêt reconnu comme tel par le règlement européen dit « benchmark » pourra évoluer pour tenir compte d’éventuelles adaptations des indices de référence du marché monétaire.
2. Ces titres, créances, instruments ou droits ne peuvent comporter de dérivé incorporé et le montant du remboursement, de la rémunération dues à l’échéance et la date de chaque échéance sont connues et ne dépendent pas d’événement futurs incertains. Le contrat initial qui les régit permet ainsi d’identifier les éléments de rémunération, y compris lorsqu’ils ne donnent lieu au versement d’aucun coupon ou intérêt.
3. Les options de remboursement anticipé sont exclues, à l’exception de celles qui sont habituellement présentes pour ce type de titres, créances, instruments ou droits :
- pour raisons fiscales et qui ne jouent qu’à la seule initiative de l’émetteur ou de l’emprunteur
- pour raisons réglementaires (par exemple sur les critères d’éligibilités aux exigences de capacité d’absorption de perte qui viendrait disqualifier l’éligibilité des instruments) et qui ne jouent qu’à la seule initiative de l’émetteur ou de l’emprunteur
- lorsqu’elles ont été prévues dans le contrat d’émission selon un calendrier préfixé et ne jouent qu’à la seule initiative de l’émetteur ou de l’emprunteur
4. Les contrats intègrent, le cas échéant, la possibilité pour l’émetteur ou l’emprunteur de modifier seul certaines des caractéristiques du titre, créance, instrument ou droit afin de permettre le maintien du traitement comptable, fiscal ou réglementaire, initialement prévu (clause de substitution et variation).
Il convient de préciser que l’exercice de ces options (remboursement anticipé, substitution et variation) est généralement soumis aux procédures prévues par la réglementation européenne ou nationale, qui peuvent comprendre l’accord préalable des autorités de résolution ou de supervision. Par ailleurs, ces options précitées ne constituent pas des événements futurs incertains. 
5. Le principal, les échéances de remboursement et les intérêts doivent tous être libellés en euro ou tous être libellés dans une unique devise.
","2018-08-05-Décret n°2018-710 du 3 août 2018 Titre, créance, instrument ou droit non structuré au sens du 4° du I de l'article L.613-30-3 du CMF"
252,"L’ESMA a publié le 16 juillet 2018 son rapport final sur le « Draft RTS on authorisation of firms providing STS verification services ».
A la suite de la consultation qu’elle avait organisée, l’ESMA a publié une proposition de règlement délégué soumis à la Commission européenne. Sous réserve de son accord, il devrait entrer en application à partir du 1er janvier 2019.
Il précise :
- les informations permettant d’identifier le candidat
- la documentation à fournir
- la composition de l’organe de direction et de la structure organisationnelle
- la gouvernance
- les critères d’indépendance et les modalités d’encadrement des conflits d’intérêts
- la structure de frais
- le processus interne d’évaluation de la conformité du STS
",2018-07-16-ESMA - Final Report-draft rts on authorisation of firms providing sts verification services
253,"L’EBA a publié le 31 juillet 2018 le « Final draft RTS on the homogeneity of the underlying exposures in securitisation under Articles 20(14) and 24(21) of Regulation (EU) N° 2017/2402 laying down a general framework for securitisation and creating a specific framework for simple, transparent and standardised securitisation ».
L’objectif primordial de l’exigence d’homogénéité est, conformément au Règlement de titrisation, de permettre à l’investisseur d’évaluer les risques sous-jacents sur la base de méthodologies et de paramètres communs. S'appuyant sur cet objectif, le projet de RTS établit une série de quatre conditions pour que les expositions sous-jacentes soient considérées comme homogènes.
Le projet de RTS spécifie une liste de catégories d'actifs ainsi que des listes de facteurs d'homogénéité disponibles pour la majorité des catégories d'actifs. Les catégories d'actifs reflètent les types les plus courants d'expositions sous-jacentes titrisées dans la pratique du marché : 
- Les prêts hypothécaires résidentiels ; 
- Les hypothèques commerciales ; 
- Les facilités de crédit aux particuliers à des fins de consommation personnelle, familiale et familiale ; 
- Les facilités de crédit aux entreprises et aux entreprises, y compris les PME ; 
- Les prêts et crédits-baux automobiles ; 
- Les créances sur cartes de crédit ; 
- Les créances commerciales. 
",2018-07-31-EBA - Draft RTS on homogeneity of underlying exposures in securitisation (EBA-RTS-2018-02 )
254,"L’EBA a publié le 31 juillet 2018 le « Final draft RTS Specifying the requirements for originators, sponsors and original lenders relating to risk retention pursuant to Article 6(7) of Regulation (EU) 2017/2402 ».
L’EBA élabore, en étroite coopération avec l’ESMA et l’Autorité européenne des assurances et des pensions professionnelles (EIOPA), des projets de normes techniques de réglementation afin de préciser de manière plus détaillée l’exigence de rétention du risque, notamment en ce qui concerne :
a) Les modalités de rétention du risque, y compris la mise en œuvre au moyen d’une forme synthétique ou conditionnelle de rétention ;
b) La mesure du niveau de rétention ;
c) L’interdiction de couverture ou de vente de l’intérêt conservé ;
d) Les conditions de rétention sur une base consolidée ;
e) Les conditions d’exemption des opérations fondées sur un indice clair, transparent et accessible.
Les normes techniques réglementaires (RTS) ont été rédigées de manière à (i) assurer l’alignement des intérêts (risques) et des informations entre les promoteurs de titrisation, les initiateurs et les prêteurs initiaux et les investisseurs achetant les positions de titrisation et (ii) faciliter la mise en œuvre des exigences de rétention du risque par le promoteur, l'initiateur ou le prêteur d'origine.
",2018-07-31-EBA - Final Draft RTS on risk retention (EBA-RTS-2018-01)
255,"L’ESMA a publié le 22 août 2018 le Rapport final sur les « Technical standards on disclosure requirements under the Securitisation Regulation ».
Ces RTS définissent les modalités d’information des investisseurs en ce qui concerne les titrisations. Elles s’appliqueront à la fois aux titrisations publiques et privées. 
Les informations qui doivent être communiquées pour toutes les titrisations concernent les expositions sur les sous-jacents (des annexes donnent les modèles de reporting).
Les informations spécifiques aux titrisations publiques qui doivent être communiquées aux investisseurs sont :
- Le code leur correspondant en fonction du secteur et sous-secteur de leur émetteur, selon une classification définie dans les RTS
- Les informations privilégiées rendues publiques
- Les informations sur les événements significatifs
Les informations doivent être complètes et exactes, et répondre à un calendrier que précisent également ces RTS.
",2018-08-22-ESMA - Final report securitisation disclosure technical standards (33-128-474)
256,"L’Arrêté du 11 juillet 2018 portant homologation de modifications du règlement général de l’Autorité des marchés financiers a été publié au Journal officiel de la République française le 19 juillet 2018.
Ces modifications se situent dans le cadre de l’entrée en application du nouveau règlement Prospectus. 
Le seuil national à partir duquel une offre de titres doit faire l’objet d’un prospectus est relevé à 8 millions d’euros. Cette mesure entre en application le 21 juillet 2018. Elle s’accompagne de l’obligation d’établir, sous ce seuil, un document d’information synthétique pour les offres de titres non cotés ouvertes au public.
A compter de cette date, le livre II du règlement général de l’AMF concernant les émetteurs et l’information financière est amendé. Une nouvelle instruction DOC-2018-07 a également été publiée. Il en résulte :
- un nouveau seuil, relevé à 8 millions d’euros, à partir duquel un prospectus revu préalablement par l’AMF doit être publié avant d’offrir au public des titres financiers ;
- sous ce seuil de 8 millions d’euros, un régime d’information ad hoc national, sans revue préalable par l’AMF, pour les offres portant sur des titres financiers non cotés et non présentées sur un site internet de financement participatif ;
- pour les introductions en bourse sur un système multilatéral de négociation organisé (en l’espèce Euronext Growth) ouvertes au public et d’un montant inférieur à 8 millions d’euros, l’exigence d’un document d’information prévu par les règles de marché et revu par les services de l’opérateur de marché.
",2018-07-19- Arrêté du 11 juillet 2018 Homologation de modifications du RGAMF
257,"L’Instruction AMF - DOC-2018-07 – Informations à fournir aux investisseurs dans le cadre d’une offre ouverte au public d’un montant inférieur à 8 millions d’euros a été publiée par l’AMF le 20 juillet 2018.
Elle comporte deux annexes :
- Annexe 1 - Illustration schématique du champ d’application de l’instruction
- Annexe 2 - Modèle de document d’information synthétique
En particulier, le contenu du document d’information synthétique ainsi que l’ordre des informations y figurant doivent être conformes au modèle figurant en Annexe 2. Les phrases et mentions figurant en italique dans le modèle doivent être reprises intégralement dans le document d’information synthétique établi par l’émetteur pour chaque offre. Aucun autre élément d’information ne doit être inclus dans le document d’information.
Afin d’en rendre la lecture aisée, ce document doit être rédigé dans un langage intelligible, clair et simple, en caractères dont la hauteur ne peut être inférieure à celle du corps huit (environ 3 millimètres d’après les usages professionnels). Il ne doit pas contenir de note de bas de page.
",2018-07-20-AMF - Instructions AMF DOC-2018-07 informations à founir aux investisseurs dans le cadre d'une offre ouverte au public d'un montant inférieur à 8 millions d'euros
258,"L’AMF a publié le 31 juillet 2018 une mise à jour de son Instruction 2010-09 – Certification par l’AMF d’un examen relatif aux connaissances professionnelles des acteurs de marché. 
Cette instruction précise les caractéristiques de l’examen certifié, le contenu du dossier de demande de certification d’examen et les obligations à la charge des organismes certifiés.
",2018-07-31-AMF - Instruction DOC-2009-29 Questions-Réponses sur le dispositif de vérification du niveau de connaissances minimales des acteurs de marché (MàJ)
259,"L’ESMA a publié le 12 juillet 2018 une mise à jour du Q&A on MiFID II and MiFIR investor protection and intermediaries topics. 
Les nouveaux éléments concernent les sujets suivants :
- Rémunération de la recherche : une période d’essai gratuite fournie en relation avec de la gestion de portefeuille ou du conseil en investissement indépendant doit être considérée comme un avantage en nature donc c’est une forme de rémunération. Cependant, si un certain nombre de critères énoncés par l’ESMA sont respectés, ces avantages peuvent être acceptés comme étant mineurs.
- Fourniture de services d’investissements et d’activités par des entreprises de pays tiers : l’ESMA précise la liste des produits d’investissement faisant l’objet du régime de sollicitation prévu par l’article 42 de MiFID II et l’article 46 de MiFIR.
",
260,"Une mise à jour du document Q&A on MiFIR data reporting a été publiée le 27 septembre 2018 par l’ESMA. Les deux questions suivantes ont été ajoutées :
- Reporting sur les swaps de change : le Q & A comprend des scénarios de données de référence et de déclarations de transaction dans le cas où un swap de change est déclaré comme instrument financier autonome. Ce Q & A particulier devrait être mis en œuvre 6 mois après sa publication. Afin de garantir une approche cohérente des exigences de reporting, l’ESMA a parallèlement publié une Q & A sur le reporting des swaps de devises sous EMIR (cf. cette section), qui devrait être mise en œuvre 12 mois après sa publication en raison des complexités opérationnelles et échange UTI.
- Reporting sur les swaps de taux d'intérêt: le Q & A comprend des scénarios de données de référence et de déclarations de transaction impliquant des swaps de taux d'intérêt. Compte tenu de son impact sur le processus de création de codes ISIN, il est prévu que cette Q & A s’appliquera 6 mois après la date de publication. 
- Données de référence des Champs 8 à 11 : les questions et réponses expliquent comment les plates-formes de négociation ou les internalisateurs systématiques doivent remplir les champs 8 à 11 dans les rapports soumis en vertu de l'article 4 MAR et de l'article 27 MiFIR.
La mise à jour du document inclut une modification de la question-réponse 1 relative au montant total du nominal d’une émission. (section 11, champ 14 et 17).
",
261,L’AMF  a publié le 5 juillet 2018  décisions modifiant les règles de fonctionnement de marché. Décision du 12 juin 2018 portant sur les modifications des règles de fonctionnement du marché réglementé Powernext Derivatives relatives à la suppression de la fonctionnalité de purge des ordres non exécutés,2018-07-05-AMF - Décision du 12 juin 2018 modifications des règles de fonctionnement du marché Powernext Derivatives
262,L’AMF  a publié le 5 juillet 2018 décisions modifiant les règles de fonctionnement de marché . Décision du 12 juin 2018 portant sur les modifications des règles de fonctionnement du système organisé de négociation Powernext Commodities relatives à la suppression de la fonctionnalité de purge des ordres non exécutés.,2018-07-05-AMF - Décision du 12 juin 2018 modifications des règles de fonctionnement du système organisé de négociation Powernext Commodities
263,"L’AMF a publié le 30 juillet 2018 la Décision du 24 juillet 2018 relative aux modifications du Livre I des règles d’Euronext afférentes à l’acquisition de la bourse de Dublin.
Irish Stock Exchange Plc opèrera sous le nom commercial d’Euronext Dublin. Les autres modifications relèvent d’ajustements en conséquence.
",2018-07-30-AMF - Décision du 24 juillet 2018 relative aux modifications du Livre I des règles d'Euronext afférentes à l'acquisition de la bourse de Dublin
264,"L’AMF a publié la décision le 30 juillet 2018 : Décision du 24 juillet 2018 relative aux modifications des règles de fonctionnement de LCH SA afférentes à la gestion de la défaillance de CC&G : elle détaille une Proposition de modifications relatives au Cas de Défaillance affectant une Chambre de Compensation Associée et conséquences sur les Adhérents Compensateurs, en l’espèce la Cassa di Compensazione e Garanzia
",2018-07-30-AMF - Décision du 24 juillet 2018 relative aux modifications des règles de fonctionnement de LCH SA afférentes à la gestion de la défaillance de CC&G
265,"L’AMF a publié la décision le 30 juillet 2018 :Décision du 24 juillet 2018 relative aux modifications dans leur version anglaise des règles de fonctionnement de LCH SA sur le segment des Credit Default Swaps (CDS) en lien avec l’introduction d’une plate-forme d’exercice des options sur CDS : parmi les modifications, certaines définitions sont amendées, et deux exonérations de responsabilité de LCH SA sont ajoutées",2018-07-30-AMF - Décision du 24 juillet 2018 Modifications des règles de fonctionnement de LCH SA sur le segment des Credit Default Swaps (CDS) en lien avec l'introduction d'une plateforme CDS
266,"L’AMF a publié la Décision du 24 juillet 2018 relative aux modifications des règles de fonctionnement du système organisé de négociation « KEPLER CHEUVREUX - OTF » le 8 août 2018.
Ces modifications entrent en vigueur à la date du 24 juillet 2018.
En particulier :
- le délai de résiliation de la participation d’un client à OTFLINK, par le client ou par l’OTF  a été réduit de 3 mois à 30 jours ;
- Le paragraphe 4.9 sur l’exclusion de responsabilité a été supprimé ;
- Le paragraphe 5.6 sur la transparence pré-transaction a été modifié ;
- Parel a été ajouté comme deuxième agent de règlement-livraison pour les cas où Deutsche Bank ne couvrirait pas un instrument particulier ;
- La conservation des enregistrements des transactions par les clients a été ramenée de six à cinq ans ;
- La surveillance des registres du client par Kepler Cheuvreux a été limitée aux cas de manquement aux règles de fonctionnement de l’OTF.
",2018-08-08-AMF - Décision du 24 juillet 2018 Modifications des règles de fonctionnement du système organisé de négociation Kepler Cheuvreux-OTF
267,"L’ESMA a publié le 12 juillet 2018 une mise à jour du Q&A on EMIR implementation. Les nouveaux éléments concernent les sujets suivants :
- Questions générales : fonds, contreparties
- Référentiels centraux : modifications de LEI à la suite de fusions ou de restructurations
- Reportings aux référentiels centraux
Une nouvelle mise à jour du Q&A on EMIR implementation a été publiée par l’ESMA le 27 septembre 2018. Cette mise à jour comprend une clarification sur les modèles d'accès aux contreparties centrales européennes (CCP), et plus particulièrement sur les modèles visant à faciliter l'accès des entreprises ou des petits adhérents aux CCP et à permettre un meilleur traitement des membres compensateurs.
Un nouveau Q & A a également été ajouté à la section des référentiels centraux expliquant comment une contrepartie déclarante doit déclarer un dérivé de swap de change en vertu de l'article 9 du règlement EMIR. Ce Q & A spécifique devrait être mis en œuvre 12 mois après sa publication.
",
268,"Le Rapport final sur l’obligation de compensation a été publié le 27 septembre 2018. 
L’ESMA propose de modifier les normes techniques de réglementation relatives aux obligations de compensation, en ce qui concerne les transactions intragroupe avec une entité située dans un pays tiers (i.e. hors Union européenne). Plus particulièrement, le rapport propose de repousser les dates auxquelles les exigences relatives aux transactions intragroupes devront s’appliquer. Ce rapport fait suite à une consultation, au cours de laquelle l’ESMA a par ailleurs interrogé le European Systemic Risk Board (ESRB). 
Ce rapport a été transmis à la Commission européenne pour validation. 
",
269,"Le Règlement délégué (UE) 2018/1229 de la Commission du 25 mai 2018 complétant le règlement (UE) n° 909/2014 du Parlement européen et du Conseil par des normes techniques de réglementation concernant la discipline en matière de règlement, a été publié au Journal officiel de l’Union européenne le 13 septembre 2018. Il entre en vigueur le 13 septembre 2020.
Il définit les mesures destinées à prévenir les défauts de règlement, les mesures destinées à remédier aux défauts de règlement, ainsi que les sanctions pécuniaires applicables en cas de défaut. Il détaille la procédure de rachat d’office, appliquée en cas de défaut total ou partiel de la transaction. Il traite également le cas du manquement systématique à l'obligation de livraison de la part d’un participant.
Les DCT doivent communiquer tous les mois des informations générales et des informations quotidiennes concernant les défauts de règlement aux autorités compétentes et aux autorités concernées, selon un format décrit respectivement en annexe 1 et 2 du Règlement. Ils doivent également leur transmettre annuellement certaines informations sur les défauts de règlement selon le format décrit en annexe 3.
",2018-09-13-UE - Règlement délégué 2018-1229 du 25 mai 2018 NTR discipline en matière de règlement (CSDR)
270,"L’ESMA a publié le 27 septembre 2018 une mise à jour de son document de Questions-réponses sur la réglementation des dépositaires centraux de titres (CSDR).
Cette mise à jour fournit des réponses en ce qui concerne les questions pratiques relatives à la mise en œuvre du nouveau régime de responsabilité sociale des entreprises. Le dernier lot de questions et réponses sur la CSDR couvre les sujets suivants :
- Exigences relatives aux formulaires d'inscription en compte : les Q & R spécifient l'étendue et le calendrier d'application de l'exigence de l'article 3, paragraphe 2, du CSDR visant à dématérialiser certaines valeurs mobilières lorsqu'elles sont transférées en garantie ;
- Exigences organisationnelles : les questions et réponses portent sur la portée des services et des activités d'un DCT couvert par les exigences énoncées à l'article 30 du CSDR sur l'externalisation ;
- Discipline de règlement : L'ESMA publie la première série de questions / réponses relatives aux questions de discipline de règlement suite à la publication du règlement délégué (UE) 2018/1229 de la Commission relatif à la discipline de règlement (cf. ci-dessus). Le questionnaire mis à jour couvre quatre questions dans ce domaine:
- La fréquence de la mise à jour du taux de change utilisé pour déterminer le niveau de tolérance des instructions de règlement dans des devises autres que l'euro ;
- La portée de la gestion conjointe du mécanisme de sanction pour les dépositaires centraux de titres (DCT) qui utilisent une infrastructure de règlement commune ;
- La clarification du fait que l'utilisation d'un cadre ou d'un recueil de règles commun n'est pas suffisante pour satisfaire à l'exigence de gestion conjointe du mécanisme de sanction par les DCT utilisant une infrastructure de règlement commune ;
- La possibilité pour les DCT d'effectuer une compensation bilatérale des pénalités en espèces, pour autant qu'elle soit suivie de l'agrégation des montants résultant en un crédit et un montant de débit par participant au DCT.
",
271,"L’Arrêté du 14 juin 2018 portant homologation de modifications du règlement général de l’Autorité des marchés financiers a été publié au Journal officiel de la République française le 4 juillet 2018. Il modifie les livres II, III et IV du règlement général de l’AMF. Ces modifications visent : 
- à adapter le livre II pour tenir compte des « ordonnances Macron » ayant réformé le droit du travail en instaurant notamment le Comité économique et social ; 
- à fixer les conditions de la rémunération du mandataire désigné par l’AMF lorsque celle-ci a décidé le retrait d’agrément d’office ou la démission d’une SGP ; 
- à préciser les procédures de retrait d’agrément et de démission des SGP ; 
- à opérer des ajustements concernant le dispositif de gestion des risques pour le compte de tiers dans le cadre de la fourniture du service de gestion sous mandat et l’appréciation par l’AMF des modifications de l’actionnariat des SGP lorsque ces modifications interviennent entre sociétés d’un même groupe.
",2018-07-04-Arrêté du 14 juin 2018 Homologation de modifications du RGAMF
